1091310482, 91
1091310484, 83
1091310734, 81
1091310986, 81
1091310988, 81
1091311242, 83
1091311496, 99
1091312006, 81
1091312262, 83
1091312516, 81
1091313028, 81
1091313284, 81
1091314570, 97
1091314572, 91
1091315078, 87
1091315588, 99
1091316610, 83
1091317122, 81
1091322758, 87
1091323778, 99
1091324801, 83
1091330150, 81
1091330442, 99
1091330694, 99
1091330948, 91
1091331458, 93
1091331714, 95
1091332481, 91
1091332737, 81
1091338334, 99
1091340161, 99
1091346518, 81
1091346822, 99
1091347330, 81
1091347841, 81
1091348097, 81
1091354710, 79
1091355522, 89
1091356033, 85
1091362898, 83
1091362900, 81
1091362954, 93
1091362956, 91
1091363078, 83
1091363204, 85
1091363458, 95
1091363586, 91
1091363969, 87
1091364097, 83
1091379278, 93
1091380097, 81
1091388289, 85
1091395658, 87
1091395660, 87
1091395718, 93
1091395970, 93
1091396225, 87
1091396353, 87
1091412042, 83
1091412102, 81
1091412354, 81
1091412609, 81
1091428424, 99
1091428484, 99
1091428610, 99
1091428865, 99
1091461190, 83
1091461505, 91
1091477574, 81
1091477889, 81
1091493956, 83
1091494018, 85
1091494145, 83
1091526724, 83
1091526786, 83
1091526913, 83
1091543108, 81
1091543170, 81
1091543297, 81
1091834762, 81
1091834764, 81
1091835270, 79
1091835780, 99
1091836802, 81
1091838854, 79
1091839874, 99
1091840897, 79
1091842150, 97
1091844481, 81
1091846238, 99
1091848065, 99
1091854726, 79
1091855234, 83
1091855745, 81
1091870798, 79
1091871617, 81
1091879809, 83
1091887178, 83
1091887180, 83
1091887238, 83
1091887490, 83
1091887745, 81
1091887873, 93
1091920257, 81
1091936641, 81
1091952708, 99
1091952770, 99
1091952897, 99
1091985475, 83
1091985601, 85
1092018242, 83
1092018305, 85
1092067457, 81
1092358316, 85
1092358324, 83
1092358428, 93
1092358548, 83
1092358796, 81
1092358922, 83
1092359048, 81
1092359302, 81
1092359430, 83
1092359556, 83
1092359812, 83
1092359940, 83
1092360578, 83
1092360834, 93
1092360962, 83
1092361346, 81
1092361474, 79
1092362342, 83
1092362348, 81
1092362356, 83
1092362396, 83
1092362636, 83
1092362886, 99
1092363014, 83
1092363140, 83
1092363650, 93
1092363906, 95
1092364034, 83
1092364673, 83
1092364929, 83
1092365057, 83
1092365441, 81
1092365569, 81
1092370518, 87
1092370524, 85
1092370822, 83
1092371330, 89
1092371841, 81
1092372225, 91
1092378708, 87
1092378764, 91
1092378886, 89
1092379012, 91
1092379266, 99
