4432676799063, -66
4432676799067, -68
4432676799069, -70
4432676799083, -68
4432676799085, -70
4432676799093, -70
4432676799193, 69
4432676799194, 67
4432676799209, 67
4432676799307, 71
4432676799309, 71
4432676799315, 71
4432676799317, 71
4432676799429, 75
4432676799433, 95
4432676799434, 77
4432676799441, 75
4432676799442, 73
4432676799444, 71
4432676799543, -76
4432676799547, -70
4432676799549, 99
4432676799659, -68
4432676799661, -68
4432676799662, -68
4432676799669, -68
4432676799670, -70
4432676799674, -66
4432676799787, -68
4432676799789, -66
4432676799795, -68
4432676799797, -68
4432676799909, 71
4432676799913, 73
4432676799914, 67
4432676799916, 67
4432676799921, 71
4432676799922, 71
4432676799924, 69
4432676800039, 71
4432676800043, -66
4432676800045, -70
4432676800165, 67
4432676800166, 71
4432676800169, 97
4432676800291, -68
4432676800293, 73
4432676800297, 73
4432676800417, -100
4432676800418, 99
4432676800420, 99
4432676800424, 99
4432676800663, -70
4432676800667, -70
4432676800669, -68
4432676800670, 99
4432676800791, -70
4432676800795, -68
4432676800918, -70
4432676800921, 69
4432676800922, -68
4432676801047, -66
4432676801051, -68
4432676801053, -70
4432676801173, -66
4432676801174, -66
4432676801177, 97
4432676801299, -68
4432676801301, 71
4432676801305, 73
4432676801425, 69
4432676801426, -68
4432676801428, 71
4432676801432, 75
4432676801559, -70
4432676801683, 69
4432676801685, 73
4432676801686, 67
4432676801813, 67
4432676801937, -76
4432676801938, 71
4432676801940, 71
4432676802067, 67
4432676802193, 71
4432676802194, 69
4432676802196, 71
4432676802321, 99
4432676802703, -100
4432676802831, 99
4432676802958, -70
4432676803087, 99
4432676803211, -66
4432676803213, 73
4432676803214, 75
4432676803341, 75
4432676803468, 73
4432676803599, 99
4432676803723, 69
4432676803725, 71
4432676803851, -66
4432676803853, -66
4432676803977, 75
4432676803978, 69
4432676803980, 69
4432676804107, -66
4432676804233, 75
4432676804234, 73
4432676804236, 73
4432676804361, 71
4432676804747, -68
4432676804875, -68
4432676805002, -68
4432676805131, -68
4432676805385, 69
4432676805769, 69
4432676805897, 67
4432676806024, 69
4432676806280, 99
4432676807303, 69
4432676807815, 73
4432676807943, -66
4432676808070, 71
4432676808326, 73
4432676808839, -66
4432676808967, -68
4432676809094, 71
4432676809477, 71
4432676809604, 71
4432676809861, 73
4432676809989, 69
4432676810116, 71
4432676810372, 71
4432676811909, 71
4432676812164, 69
4432676812420, 71
4432676815195, 67
4432676815213, -66
4432676815221, -68
4432676815307, 73
4432676815309, 71
4432676815315, 69
4432676815321, 71
4432676815333, -66
4432676815337, 71
4432676815415, -70
4432676815419, -70
4432676815421, 99
4432676815542, -68
4432676815546, -68
4432676815655, 69
4432676815659, 71
4432676815661, 69
4432676815667, 69
4432676815669, 69
4432676815779, -68
4432676815781, 71
4432676815782, 71
4432676815785, 87
4432676815786, 95
4432676815788, 73
4432676815793, 69
4432676815794, 75
4432676815796, 69
4432676816023, -70
4432676816027, -70
4432676816029, -68
4432676816030, 99
4432676816151, -66
4432676816155, -68
4432676816277, -66
4432676816281, -66
4432676816407, 69
4432676816411, 75
4432676816413, 71
4432676816531, 67
4432676816533, -66
4432676816534, 69
4432676816537, 69
4432676816538, 73
4432676816659, 71
4432676816661, 71
4432676816665, 71
4432676816785, 99
4432676816786, 99
4432676816788, 99
4432676816792, 99
4432676817039, 99
4432676817167, 99
4432676817291, -68
4432676817293, -70
4432676817294, -68
4432676817423, 99
4432676817547, -68
4432676817549, -68
4432676817550, 73
4432676817675, 71
4432676817677, 75
4432676817801, 69
4432676817802, 83
4432676817804, 71
4432676817935, 99
4432676818059, -68
4432676818062, -68
4432676818187, 67
4432676818189, 67
4432676818313, 67
4432676818314, 71
4432676818316, 67
4432676818443, 71
4432676818569, 71
4432676818570, 69
4432676818697, 99
4432676819335, -72
4432676819719, 71
4432676819846, 77
4432676820103, -66
4432676820231, -66
4432676820357, -66
4432676820487, 73
4432676820614, 71
4432676820741, 71
4432676821127, -70
4432676821255, -68
4432676821381, -70
4432676821382, -68
4432676821637, -66
4432676821765, 71
4432676821892, 69
4432676822277, 67
4432676822404, 67
4432676822660, 99
4432676824451, -66
4432676824707, 73
4432676825475, -68
4432676825859, 71
4432676825986, 71
4432676826371, 67
4432676826498, 71
4432676826754, 69
4432676827779, -70
4432676828291, -66
4432676828419, -66
4432676829826, -68
4432676831563, 67
4432676831565, 73
4432676831571, 67
4432676831574, 71
4432676831577, 69
4432676831578, 73
4432676831593, 67
4432676831594, 67
4432676831685, 99
4432676831689, 99
4432676831690, 75
4432676831697, 99
4432676831698, 73
4432676831700, 71
4432676831787, -66
4432676831795, -66
4432676831801, -66
4432676831909, 99
4432676831913, 99
4432676831914, 71
4432676831916, 71
4432676831921, 99
4432676832035, -66
4432676832037, 71
4432676832038, 73
4432676832041, 73
4432676832042, 73
4432676832161, -100
4432676832164, 73
4432676832168, 95
4432676832279, -70
4432676832283, -70
4432676832285, -70
4432676832286, 99
4432676832403, 99
4432676832405, 99
4432676832406, -66
4432676832409, 99
4432676832412, -68
4432676832531, 67
4432676832534, 71
4432676832537, 67
4432676832538, 71
4432676832657, 99
4432676832658, 75
4432676832660, 69
4432676832664, 73
4432676832787, 67
4432676832790, 71
4432676832913, 99
4432676832916, 73
4432676833041, 69
4432676833042, 75
4432676833044, 73
4432676833168, -100
4432676833295, -100
4432676833419, 99
4432676833421, 99
4432676833422, -68
4432676833547, -68
4432676833549, -68
4432676833550, -68
4432676833673, 99
4432676833674, 75
4432676833803, -66
4432676833806, 73
4432676833929, 99
4432676833930, 71
4432676833932, 73
4432676834057, 71
4432676834058, 73
4432676834060, 73
4432676834441, 99
4432676834569, 67
4432676834570, 71
4432676834696, 69
4432676834825, 73
4432676834952, 73
4432676835080, 99
4432676835463, -100
4432676835591, -70
4432676835718, -72
4432676835973, 99
4432676835974, 69
4432676836101, 71
4432676836102, 77
4432676836228, 75
4432676836485, 99
4432676836486, 73
4432676836613, 69
4432676836614, 71
4432676836740, 73
4432676836996, 75
4432676837124, 73
4432676837509, 99
4432676837637, -68
4432676837764, -70
4432676838148, 69
4432676838532, 73
4432676838660, 71
4432676840067, 99
4432676840579, 99
4432676840707, 71
4432676840834, 93
4432676841090, 75
4432676841603, 99
4432676841731, -68
4432676841858, 73
4432676842242, 75
4432676842626, 75
4432676842754, 71
4432676844162, -66
4432676844674, 75
4432676844802, 69
4432676847831, -68
4432676847835, -68
4432676847837, -70
4432676847851, -70
4432676847853, -70
4432676847861, -72
4432676847927, -70
4432676847931, -70
4432676847933, 99
4432676848043, -68
4432676848045, -70
4432676848046, -66
4432676848051, -70
4432676848053, -70
4432676848057, -70
4432676848058, -68
4432676848279, -70
4432676848283, -70
4432676848285, -70
4432676848286, 99
4432676848407, -68
4432676848531, -68
4432676848533, 91
4432676848534, 69
4432676848537, 71
4432676848540, 69
4432676848783, 99
4432676848911, 99
4432676849035, -70
4432676849037, -70
4432676849038, -68
4432676849167, 99
4432676849291, -70
4432676849293, -70
4432676849294, 71
4432676849419, 71
4432676849421, 93
4432676849545, 99
4432676849546, 99
4432676849548, 99
4432676850055, -72
4432676850311, 69
4432676850439, 91
4432676850565, 81
4432676850566, 69
4432676850823, -70
4432676850951, -66
4432676851077, -66
4432676851078, -68
4432676851207, 77
4432676851333, -70
4432676851334, 71
4432676851461, 99
4432676852611, 71
4432676853123, -70
4432676853379, -70
4432676853507, 71
4432676854147, -72
4432676854403, -70
4432676854531, 71
4432676854658, 69
4432676854915, -72
4432676855043, 67
4432676855170, 67
4432676855426, 99
4432676858753, 69
4432676859265, 67
4432676859521, -70
4432676861313, -70
4432676861569, -70
4432676862593, -70
4432676864213, 67
4432676864214, 69
4432676864234, -68
4432676864299, -68
4432676864301, -70
4432676864307, -70
4432676864309, -70
4432676864310, -68
4432676864313, -68
4432676864314, 67
4432676864421, 99
4432676864425, 99
4432676864433, 99
4432676864436, 67
4432676864535, -70
4432676864539, -70
4432676864541, -70
4432676864542, 99
4432676864661, 99
4432676864662, -66
4432676864665, 99
4432676864790, 69
4432676864793, 69
4432676864913, 99
4432676864916, 71
4432676864920, 67
4432676865039, 99
4432676865163, 99
4432676865165, 99
4432676865291, -68
4432676865293, -68
4432676865294, -66
4432676865417, 99
4432676865418, -68
4432676865547, -66
4432676865549, -70
4432676865550, 73
4432676865673, 99
4432676865674, 71
4432676865801, 71
4432676865802, 71
4432676865804, 87
4432676865928, 99
4432676866183, 99
4432676866311, -68
4432676866438, -72
4432676866567, 69
4432676866693, 99
4432676866694, 69
4432676866821, 81
4432676866822, 69
4432676867079, -70
4432676867205, 99
4432676867206, 69
4432676867460, 71
4432676867589, -70
4432676867844, 99
4432676868739, 99
4432676868867, 71
4432676869251, 99
